B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,state,place,year
537285,23085,4631,9271,174,89455,17828,48,24000,2019
64292,2442,76,8987,0,5100,2308,48,26232,2019
589390,171689,4553,45041,628,77635,24720,48,27000,2019
121741,16835,869,52169,105,2298,6496,48,27684,2019
155024,39227,1453,21662,296,12274,9603,48,29000,2019
68895,6107,171,606,99,1512,2219,48,29336,2019
105810,40009,365,11230,0,32758,4350,48,30464,2019
1262326,534981,9417,150806,832,305458,52977,48,35000,2019
108147,33906,1115,53694,115,36396,6406,48,37000,2019
62637,64973,1391,6174,1845,4289,10376,48,39148,2019
253531,1327,1607,1298,0,5191,1115,48,41464,2019
88981,7945,391,4521,0,654,4238,48,41980,2019
56113,3643,0,4026,0,336,4465,48,42016,2019
74334,13669,858,11858,0,3886,3957,48,42508,2019
60027,15545,81,1597,0,1549,3662,48,43888,2019
205564,19575,1620,6830,760,15432,9089,48,45000,2019
99073,904,101,5092,0,34588,3500,48,45384,2019
146574,23214,1028,20130,48,1527,6653,48,45744,2019
52949,13833,460,1789,0,2859,2951,48,46452,2019
91472,29037,852,4660,0,9292,5482,48,47892,2019
106728,9832,374,1932,95,22165,4916,48,48072,2019
26289,31765,0,12993,0,3082,1414,48,48804,2019
83614,2945,191,1436,0,1363,1161,48,50820,2019
58275,5641,433,2501,79,1727,1999,48,52356,2019
92173,10004,1574,2367,23,14022,3000,48,53388,2019
134600,3381,1796,2439,0,5149,3865,48,56000,2019
83290,19842,1576,20045,0,4042,2653,48,56348,2019
40971,10941,131,3175,0,6499,3407,48,57176,2019
183249,27322,552,63686,432,3285,7323,48,58016,2019
82085,16682,384,15198,0,3629,3353,48,61796,2019
108447,10603,55,6929,0,2038,5363,48,63500,2019
43653,13380,54,5045,137,1537,2999,48,63572,2019
85298,4655,568,1353,145,4164,2010,48,64472,2019
1211805,112670,14696,44966,861,105033,57219,48,65000,2019
59353,10119,312,41794,901,2049,3972,48,70808,2019
58981,11347,110,2367,91,1225,4316,48,72176,2019
92520,6465,0,11212,0,2801,4272,48,72656,2019
72015,26827,703,3179,0,2915,1352,48,74144,2019
57484,4831,0,890,61,1787,1867,48,75428,2019
101201,28254,449,2617,28,1784,4912,48,76000,2019
82751,12693,667,2297,120,2659,3490,48,79000,2019
70592,725,486,2008,143,648,3406,49,43660,2019
77617,1854,1433,1015,168,2599,3078,49,55980,2019
88627,291,823,1070,589,1388,5051,49,57300,2019
100953,1061,828,3224,1527,2437,6586,49,62470,2019
79918,837,1191,155,151,4162,3172,49,65330,2019
143613,5596,3549,13615,6476,20110,7587,49,67000,2019
83529,1311,108,5440,103,3370,2524,49,67440,2019
67848,139,349,2572,688,3276,1735,49,70850,2019
92580,904,301,2549,2114,13229,4805,49,82950,2019
88975,5736,1367,6832,3471,22548,6326,49,83470,2019
101087,33266,105,9227,36,7259,8448,51,01000,2019
170938,22564,708,24317,0,9135,9180,51,03000,2019
39429,5178,0,17471,0,1491,2888,51,14440,2019
147098,73569,454,8655,0,5643,9416,51,16000,2019
30136,20590,503,6399,284,12829,3177,51,21088,2019
53875,67315,29,3459,312,3443,6077,51,35000,2019
52367,23704,211,1499,0,1698,2689,51,47672,2019
86265,74156,549,5643,427,3084,9101,51,56000,2019
114295,100025,816,8913,45,7491,11157,51,57000,2019
37612,50972,39,1195,187,1101,3292,51,64000,2019
102870,104272,390,4673,0,10344,7887,51,67000,2019
60753,30538,0,2625,0,747,4480,51,68000,2019
46453,38737,0,1705,0,883,4330,51,76432,2019
295353,85176,1392,32452,406,8682,26513,51,82000,2019
44999,7336,2742,9563,353,8188,8840,53,03180,2019
82618,1735,1073,56148,326,1596,4649,53,05210,2019
78240,890,1293,4223,211,2325,5145,53,05280,2019
76849,8546,1535,12260,0,5406,6893,53,22640,2019
39512,20388,140,13137,3595,10841,8684,53,23515,2019
67412,3704,623,1647,0,8327,2641,53,35275,2019
54319,15378,348,32371,3639,15610,10655,53,35415,2019
65101,1430,307,16175,46,3650,6318,53,35940,2019
55903,1434,1894,3585,636,2898,3956,53,43955,2019
51532,1320,1554,877,141,15164,4258,53,53545,2019
41223,1810,0,25683,211,570,2444,53,57535,2019
54530,9348,398,26013,214,4181,7063,53,57745,2019
40276,1615,466,20663,52,490,2318,53,61115,2019
499744,55955,5118,125223,2819,14017,50779,53,63000,2019
45460,3353,38,5482,397,3002,8288,53,65922,2019
187928,6567,5199,6642,1433,2358,11955,53,67000,2019
90292,705,470,2091,1533,1630,4354,53,67167,2019
138774,25068,3974,13483,2252,11564,22719,53,70000,2019
143911,6032,1351,9556,4118,6395,13089,53,74060,2019
62323,2480,2729,1369,1221,19427,4089,53,80010,2019
62349,2966,268,5491,0,2132,2176,55,02375,2019
61425,1498,251,4235,87,134,1306,55,22300,2019
79369,5116,4207,4217,0,5908,5748,55,31000,2019
80245,12011,713,2030,477,2085,2372,55,39225,2019
202687,19071,887,23741,257,3103,9927,55,48000,2019
264167,226762,4551,25149,165,46479,22884,55,53000,2019
60508,1850,286,2327,986,0,1053,55,60500,2019
50348,17825,303,529,0,3388,4354,55,66000,2019
63871,3016,49,1706,0,2340,1326,55,84250,2019
103786,13712,296,307,0,8898,25844,72,06593,2019
49855,5953,148,177,0,11582,2245,72,10334,2019
75868,24224,495,160,0,26337,6673,72,14290,2019
89763,6192,36,0,0,4336,6219,72,63820,2019
179706,40660,401,1475,109,52884,35088,72,76770,2019
,,,,,,,13,80508,2019
,,,,,,,18,54180,2019
,,,,,,,12,49675,2019
,,,,,,,18,27000,2019
,,,,,,,13,01052,2019
,,,,,,,48,48768,2019
,,,,,,,72,32522,2019
,,,,,,,12,32275,2019
,,,,,,,16,52120,2019
,,,,,,,27,40166,2019
,,,,,,,12,39550,2019
,,,,,,,01,03076,2019
,,,,,,,13,72122,2019
,,,,,,,17,14351,2019
,,,,,,,45,48535,2019
,,,,,,,39,12000,2019
,,,,,,,48,57200,2019
,,,,,,,12,71625,2019
,,,,,,,47,38320,2019
,,,,,,,49,44320,2019
,,,,,,,06,73080,2019
,,,,,,,48,32372,2019
,,,,,,,19,02305,2019
580,7,1,0,0,7,173,40,24200,2020
112,0,5,0,0,0,0,40,24300,2020
110,0,1,0,0,2,11,40,24460,2020
56,0,110,0,0,0,9,40,24500,2020
2043,54,487,13,0,0,255,40,24650,2020
245,0,68,0,0,0,15,40,24762,2020
798,34,253,5,0,0,199,40,24850,2020
198,0,341,13,0,42,120,40,24875,2020
811,1,250,0,2,7,116,40,24900,2020
140,9,0,0,0,4,16,40,24950,2020
42,4,8,0,0,0,35,40,25000,2020
2141,19,137,22,0,38,243,40,25100,2020
19,0,0,0,0,0,0,40,25250,2020
272,0,92,7,0,0,73,40,25400,2020
295,0,0,1,0,13,4,40,25450,2020
59,0,2,0,0,2,0,40,25650,2020
49,0,13,0,0,0,0,40,25700,2020
99,0,0,0,0,3,3,40,25850,2020
0,0,0,0,0,0,0,40,26000,2020
64,0,16,0,0,0,0,40,26200,2020
300,0,9,0,0,0,10,40,26250,2020
818,3,48,13,0,0,104,40,26350,2020
566,13,127,3,0,0,26,40,26415,2020
9,0,101,0,0,0,18,40,26525,2020
21,0,3,0,0,0,7,40,26750,2020
315,579,6,66,0,0,13,40,26850,2020
421,0,32,0,0,24,37,40,26900,2020
478,8,105,0,0,10,30,40,27100,2020
141,218,89,0,0,5,22,40,27150,2020
2383,15,1061,0,0,0,507,40,27200,2020
346,0,7,0,0,0,15,40,27350,2020
448,0,29,0,0,11,63,40,27400,2020
135,0,3,2,0,0,23,40,27450,2020
225,0,7,0,0,0,78,40,27500,2020
63,0,0,0,0,0,0,40,27550,2020
281,0,133,0,4,0,21,40,27600,2020
172,30,97,0,0,0,25,40,27650,2020
2147,301,101,19,0,783,253,40,27800,2020
332,0,3,2,0,4,3,40,27850,2020
21,0,0,15,0,0,0,40,27900,2020
349,0,3,0,0,0,43,40,28250,2020
183,0,135,0,6,0,24,40,28350,2020
586,7,2,0,0,0,112,40,28500,2020
146,5,26,0,0,3,27,40,28700,2020
36,0,4,0,0,0,5,40,28800,2020
650,34,77,0,0,17,117,40,28900,2020
145,13,22,0,0,0,40,40,28950,2020
842,51,98,15,11,79,95,40,29100,2020
38,0,3,0,0,2,0,40,29150,2020
31,33,170,0,0,0,118,40,29300,2020
395,0,45,0,0,0,55,40,29400,2020
9866,277,1380,410,0,68,1835,40,29600,2020
38,0,8,0,0,0,9,40,29800,2020
2004,2,126,14,0,48,166,40,29850,2020
286,0,4,0,0,0,3,40,29900,2020
853,115,21,12,12,56,39,40,30200,2020
843,1,231,0,1,0,127,40,30300,2020
224,0,14,0,0,1,0,40,30350,2020
236,0,4,0,0,0,2,41,66200,2020
324,0,8,0,0,0,0,41,66385,2020
2997,20,0,0,0,15,58,41,66550,2020
12,0,0,0,0,0,0,41,66700,2020
290,0,0,0,0,0,0,41,66900,2020
5519,0,121,158,0,62,262,41,67050,2020
17289,14,86,656,43,431,1226,41,67100,2020
937,6,80,0,0,66,77,41,67500,2020
123,0,0,0,0,0,0,41,67600,2020
9339,32,65,4,7,375,604,41,67650,2020
2524,0,20,0,0,32,133,41,67950,2020
331,0,0,0,0,0,75,41,68550,2020
853,0,0,0,0,0,50,41,68875,2020
64,0,0,0,0,0,0,41,69387,2020
0,0,0,0,0,0,0,41,69400,2020
176,0,0,7,0,0,3,41,69450,2020
53414,439,573,1246,107,2733,4217,41,69600,2020
1827,68,0,3,0,0,42,41,69800,2020
1918,0,31,2,2,180,388,41,69900,2020
7539,189,48,69,0,33,321,41,70200,2020
2562,0,14,54,8,52,104,41,70700,2020
140,0,0,0,0,0,4,41,70850,2020
256,0,0,0,0,0,11,41,70870,2020
241,0,3,0,0,0,1,41,71000,2020
1183,0,0,0,0,0,0,41,71250,2020
7747,58,0,38,0,0,217,41,71650,2020
839,0,38,0,0,0,0,41,71800,2020
8739,237,41,221,0,181,344,41,71950,2020
394,12,0,0,0,0,59,41,72400,2020
5935,1,0,288,0,166,163,41,72500,2020
1274,0,21,15,0,39,45,41,72600,2020
1548,0,44,0,0,0,31,41,72800,2020
852,0,0,0,0,0,0,41,72820,2020
13827,30,110,190,134,459,768,41,72950,2020
3090,0,37,23,0,107,111,41,73225,2020
43457,543,213,4618,325,1032,3961,41,73650,2020
4380,45,74,18,76,306,409,41,73700,2020
3147,0,104,0,21,0,329,41,74000,2020
1018,0,0,0,0,0,11,41,74400,2020
260,0,0,0,0,0,0,41,74550,2020
890,0,0,0,0,0,23,41,66150,2020
3845,0,196,33,18,52,305,41,74650,2020
13301,437,170,880,0,895,750,41,74850,2020
21140,482,220,856,306,1683,2914,41,74950,2020
407,0,0,0,0,0,0,41,75050,2020
1904,0,5,24,0,38,63,41,75150,2020
244,4,86,0,3,14,9,41,75185,2020
123,0,0,0,0,0,0,41,75500,2020
259,0,8,13,0,0,8,41,75550,2020
476,0,0,16,1,28,16,41,75600,2020
6111,235,53,9,0,339,468,41,75650,2020
1689,62,21,9,0,6,54,41,75850,2020
37,0,0,0,2,0,0,41,76250,2020
2021,0,25,52,0,34,78,41,76600,2020
4011,42,0,266,54,82,555,41,77050,2020
2042,0,25,0,0,18,73,41,77250,2020
1893,0,0,6,2,0,58,41,78000,2020
631,0,29,0,14,0,101,41,78150,2020
52,0,0,0,0,0,0,41,78160,2020
484,0,0,0,0,0,2,42,36592,2020
811,8,0,6,0,0,18,42,36616,2020
945,0,2,0,0,0,0,42,36640,2020
189,14,0,0,0,0,2,42,36712,2020
2475,0,0,39,0,0,55,42,36768,2020
11513,756,26,335,9,36,487,42,36816,2020
383,0,0,0,0,0,1,42,36888,2020
3513,782,0,92,0,10,30,42,36904,2020
1582,22,0,8,0,2,23,42,36944,2020
2746,402,0,40,0,0,22,42,37000,2020
1669,0,0,0,0,0,18,42,37008,2020
1874,25,0,0,0,0,0,42,37016,2020
166,0,0,4,0,0,15,42,37024,2020
0,0,0,0,0,0,0,42,37136,2020
547,0,0,0,0,0,1,42,37192,2020
3706,55,0,0,0,0,12,42,37208,2020
902,0,2,94,0,0,37,42,37304,2020
172,0,0,0,0,0,1,42,37496,2020
76,0,0,0,0,0,0,42,37544,2020
482,0,0,0,0,0,0,42,37552,2020
3614,101,0,125,0,0,0,42,37584,2020
2100,126,0,5,154,3,122,42,37640,2020
246,0,0,0,0,0,4,42,37656,2020
753,6,0,0,0,0,2,42,37696,2020
191,0,0,0,0,0,0,42,37728,2020
7597,1112,9,23,0,27,378,42,37784,2020
246,0,0,0,0,0,0,42,37792,2020
264,0,0,0,0,0,2,42,37880,2020
599,0,0,7,0,0,0,42,37944,2020
10596,203,0,305,0,0,62,42,37955,2020
3549,458,60,104,0,0,247,42,38000,2020
1146,6,2,0,0,2,16,42,38048,2020
1960,70,0,0,0,0,8,42,38096,2020
731,0,0,0,0,0,0,42,38104,2020
4181,0,0,0,0,0,0,42,38128,2020
158,0,0,0,0,0,0,42,38152,2020
3969,0,0,71,0,0,375,42,38160,2020
4547,51,0,12,0,23,15,42,38200,2020
410,0,0,0,0,0,0,42,38240,2020
2231,28,0,0,0,0,45,42,38248,2020
14616,2961,2,85,0,221,1496,42,38288,2020
88,0,0,0,0,3,0,42,38392,2020
1757,5,0,19,13,41,97,42,38400,2020
13,0,0,0,0,0,0,42,38514,2020
163,0,0,0,0,0,0,42,38528,2020
714,0,0,0,0,0,0,42,38632,2020
591,0,0,0,0,0,6,42,38640,2020
3366,58,5,5,0,26,19,42,38688,2020
697,0,0,0,0,0,0,42,38744,2020
207,0,0,1,0,0,0,42,38768,2020
390,31,0,8,0,0,0,42,39056,2020
103,0,0,0,0,0,0,42,39224,2020
2152,97,0,7,0,315,234,42,39256,2020
1893,65,7,27,0,19,35,42,39272,2020
1332,7,0,22,0,0,17,42,75568,2020
1943,42,30,0,0,0,31,42,75574,2020
467,0,0,0,0,0,7,42,75584,2020
5182,455,41,369,0,30,262,42,75648,2020
2704,0,0,25,0,0,0,42,75664,2020
1529,141,0,69,0,0,14,42,75712,2020
208,0,0,0,0,0,28,42,75728,2020
5381,2687,6,247,0,179,224,42,75816,2020
4981,0,0,0,0,0,50,42,75832,2020
965,6,0,0,0,0,0,42,75888,2020
522,0,0,17,0,0,0,42,75936,2020
194,0,0,0,0,0,0,42,75944,2020
95,0,0,0,0,0,0,42,75968,2020
6387,22,6,0,0,71,213,42,76032,2020
3954,169,0,0,0,0,274,42,76104,2020
970,24,0,51,0,0,2,42,76144,2020
5645,29,0,30,0,180,51,42,76184,2020
231,0,0,0,0,0,29,42,76232,2020
4090,157,33,197,0,104,166,42,76304,2020
1479,0,0,0,0,83,127,42,76320,2020
330,0,0,0,0,0,5,42,76336,2020
1161,0,0,0,0,2,0,42,76400,2020
370,0,0,0,0,0,0,42,76432,2020
1808,0,0,0,0,0,0,42,76440,2020
302,0,0,0,0,0,4,42,76496,2020
723,16,0,0,0,6,56,42,76536,2020
3575,15,0,27,0,0,14,42,76552,2020
387,0,0,7,0,3,14,42,76560,2020
2779,319,0,504,0,63,54,42,76584,2020
592,0,0,0,0,0,0,42,76632,2020
3495,52,0,303,0,0,56,42,76648,2020
730,5,0,0,0,0,10,42,76696,2020
502,0,0,0,0,0,0,42,76724,2020
149,0,0,0,0,3,2,42,76744,2020
682,6,0,0,0,0,14,42,76808,2020
513,0,3,0,0,0,0,42,76848,2020
532,63,0,0,0,0,93,42,76880,2020
5032,83,0,42,0,37,6,42,76904,2020
1973,0,0,174,0,15,0,42,77016,2020
2139,0,0,0,0,0,65,42,77104,2020
907,24,0,0,0,113,9,42,77144,2020
1498,148,0,47,0,0,133,42,77163,2020
2691,95,0,0,0,29,18,42,77168,2020
1183,0,0,0,0,0,4,42,77184,2020
250,0,0,0,0,0,58,42,77232,2020
2987,0,0,15,11,0,44,42,77272,2020
806,535,1,0,0,408,146,42,77288,2020
3042,272,14,180,0,13,143,42,77304,2020
4238,1,0,0,0,0,179,42,77335,2020
1662,4,0,0,0,13,2,42,77392,2020
958,72,0,0,0,0,180,42,77424,2020
1548,0,0,5,0,0,71,42,77448,2020
3258,160,0,17,0,0,25,42,77456,2020
1409,432,0,159,0,0,120,42,77488,2020
4627,85,0,718,0,36,160,42,77520,2020
16,0,0,0,0,0,0,46,21340,2020
37,0,0,0,0,0,0,46,21380,2020
1369,44,519,135,0,1,357,46,21540,2020
347,0,24,0,0,0,0,46,21820,2020
0,0,0,0,0,0,0,46,22070,2020
78,0,0,0,0,0,0,46,22100,2020
2294,0,124,0,0,0,69,46,22260,2020
17,3,1246,0,0,0,9,46,22340,2020
136,0,0,0,0,3,0,46,22580,2020
168,0,6,0,0,0,0,46,22860,2020
1375,0,23,46,0,4,193,46,23020,2020
97,0,0,0,0,0,0,46,23140,2020
138,0,0,0,0,0,0,46,23220,2020
11,0,0,0,0,0,0,46,23421,2020
86,0,0,3,0,0,4,46,23460,2020
1202,30,214,0,0,0,47,46,23820,2020
277,0,0,0,0,6,1,46,23860,2020
369,0,3,0,0,0,2,46,23900,2020
166,0,12,0,0,0,9,46,23980,2020
1136,10,48,16,0,6,57,46,24260,2020
190,0,0,0,0,0,0,46,24540,2020
117,0,0,0,0,0,0,46,24620,2020
102,0,0,0,0,0,0,46,24760,2020
102,0,0,0,0,0,0,46,24820,2020
0,0,0,0,0,0,0,46,25020,2020
0,0,0,0,0,0,0,46,25741,2020
77,0,0,0,0,0,0,46,25743,2020
0,0,22,0,0,0,0,46,25900,2020
704,0,497,19,0,0,32,46,26035,2020
0,0,0,0,0,0,0,46,26150,2020
1287,0,50,0,0,58,49,46,26180,2020
71,0,0,0,0,0,0,46,26220,2020
1799,0,7,0,0,0,36,46,26340,2020
0,0,0,0,0,0,0,46,26660,2020
6166,16,9,0,0,0,229,46,27260,2020
7,0,0,0,0,0,0,46,27300,2020
99,0,2,0,0,0,9,46,27420,2020
2984,16,1,6,0,5,288,46,27540,2020
364,0,0,1,0,19,7,46,27820,2020
142,1,0,0,0,0,0,46,27940,2020
273,0,0,7,0,0,0,46,27980,2020
293,0,0,0,0,0,2,46,28140,2020
369,0,9,8,0,0,21,46,28300,2020
444,0,0,0,0,6,0,46,28340,2020
63,0,1,0,0,0,2,46,28420,2020
10,0,0,0,0,0,0,46,28460,2020
815,0,0,0,0,0,17,46,28980,2020
522,0,37,0,0,27,1,46,29100,2020
0,0,0,0,0,0,0,46,29116,2020
0,0,0,0,0,0,0,46,29300,2020
0,0,0,0,0,0,0,46,29340,2020
112,0,0,0,0,8,0,46,29500,2020
0,0,175,0,0,0,0,46,30056,2020
227,0,0,0,0,0,0,46,30140,2020
2741,0,426,76,0,0,255,46,30220,2020
3125,40,0,32,3,295,109,49,18910,2020
249,0,0,0,0,0,0,49,19020,2020
360,0,5,0,0,0,5,49,19680,2020
42584,1060,194,1724,338,1083,1611,49,20120,2020
1903,8,15,6,34,27,26,49,20340,2020
443,65,4,17,0,0,89,49,20450,2020
67,0,0,0,0,0,0,49,20780,2020
32720,129,246,75,31,746,1484,49,20810,2020
3301,10,31,52,2,12,78,49,20850,2020
1498,0,49,0,0,3,39,49,20890,2020
44,0,0,0,0,0,0,49,21880,2020
828,0,0,0,0,0,0,49,21990,2020
273,0,0,0,0,18,27,49,22210,2020
3808,0,0,19,0,29,138,49,22370,2020
428,0,0,0,27,0,0,49,22540,2020
609,0,52,0,50,29,22,49,22650,2020
1252,0,0,25,0,0,77,49,22760,2020
335,7,0,0,0,0,2,49,22870,2020
1434,65,0,65,0,23,11,49,22875,2020
6768,0,57,33,14,106,66,49,23200,2020
743,79,0,0,0,22,0,49,23310,2020
1580,0,0,0,0,22,0,49,23420,2020
6508,18,0,73,65,465,93,49,23530,2020
2721,11,18,0,14,27,280,49,23640,2020
642,0,33,0,0,0,18,49,23750,2020
622,0,0,0,0,0,8,49,24080,2020
81,0,0,0,0,0,0,49,24410,2020
1398,0,0,0,0,22,18,49,24630,2020
22555,276,69,456,34,169,880,49,24740,2020
6912,30,0,19,31,21,184,49,24850,2020
280,0,0,0,0,38,0,49,25070,2020
1472,0,0,0,0,0,3,49,25180,2020
632,3,0,0,0,3,5,49,25290,2020
2172,3,4,133,0,242,31,49,25510,2020
81,0,0,0,0,0,0,49,25910,2020
0,0,465,0,0,0,0,49,26610,2020
1095,0,0,0,0,24,21,49,26720,2020
1311,0,0,18,0,10,25,49,26940,2020
102,0,0,0,0,0,0,49,27270,2020
5954,0,35,25,0,46,145,49,27490,2020
93,0,0,0,0,154,0,49,27902,2020
976,23,0,10,0,0,138,49,18140,2020
337,0,0,0,0,0,0,49,27930,2020
2264,0,18,8,2,18,244,49,28150,2020
1526,10,10,0,2,9,44,49,28810,2020
427,0,0,0,0,0,0,49,29360,2020
658,0,0,0,0,6,0,49,29580,2020
850,0,4,2,2,28,43,49,30130,2020
727,14,0,2,0,0,57,49,30900,2020
10945,72,37,165,12,45,212,49,31120,2020
793,0,0,0,0,0,0,49,31670,2020
2202,80,57,79,27,823,243,49,32660,2020
0,0,222,0,0,0,0,49,33002,2020
0,0,0,0,0,0,0,49,33027,2020
268,2,0,0,0,0,11,49,33100,2020
5590,17,20,24,62,216,708,49,33540,2020
117,0,0,0,0,0,0,49,33760,2020
14891,137,67,301,5,456,505,49,34200,2020
2209,44,35,0,0,21,37,49,34530,2020
160,54,0,0,0,13,4,51,60296,2020
92,0,0,0,0,0,0,51,60392,2020
46,8,0,0,0,0,0,51,60488,2020
2744,863,21,458,0,0,160,51,60512,2020
30,0,0,0,0,0,0,51,60536,2020
512,217,0,10,0,0,13,51,60680,2020
203,0,0,41,0,0,57,51,60840,2020
837,140,0,18,0,0,179,51,60888,2020
548,175,0,0,0,0,0,51,60920,2020
1677,127,0,6,0,45,43,51,60984,2020
2433,204,0,0,0,0,0,51,61208,2020
1114,23,0,0,0,0,64,51,61336,2020
1053,21,0,136,0,0,137,51,61464,2020
2113,112,5,0,0,0,80,51,61560,2020
5110,23659,134,307,9,781,791,51,61832,2020
276,77,0,0,0,0,26,51,61896,2020
3175,75,5,1991,0,717,101,51,62264,2020
1436,238,0,0,0,22,138,51,62738,2020
965,38,0,0,0,30,33,51,63190,2020
216,21,0,5,0,0,0,51,63288,2020
11295,182,12,270,0,33,329,51,63768,2020
506,0,0,0,0,0,0,51,63896,2020
97,54,0,0,0,0,0,51,63928,2020
36945,49968,345,1511,342,1883,3967,51,64000,2020
3825,1390,30,577,0,759,245,51,64152,2020
968,4,0,0,0,0,0,51,64272,2020
375,0,0,0,0,24,0,51,64288,2020
399,17,0,0,0,0,0,51,64384,2020
840,0,0,0,0,0,0,51,64512,2020
1195,384,0,0,0,50,0,51,64560,2020
7616,551,2,49,80,75,371,51,64880,2020
46,81,0,0,0,13,0,51,64976,2020
8124,962,31,454,0,64,428,51,65008,2020
195,185,8,27,0,0,42,51,65120,2020
3645,807,52,144,60,35,540,51,65128,2020
309,0,0,0,0,0,0,51,65280,2020
15153,1740,29,279,8,125,499,51,65392,2020
2223,0,0,11,0,0,71,51,65744,2020
1813,46,0,354,196,0,432,51,65776,2020
59,0,0,0,0,0,0,51,66032,2020
439,123,0,6,0,5,69,51,66512,2020
41842,5889,74,6880,0,1365,5368,51,66672,2020
654,22,0,79,0,0,0,51,66896,2020
5122,87,4,0,15,0,83,51,66928,2020
103624,105692,369,4765,28,5263,9492,51,67000,2020
795,366,0,0,0,4,0,51,67208,2020
1196,0,0,0,0,0,0,51,67256,2020
953,711,0,66,0,0,41,51,67288,2020
571,0,0,0,0,0,0,51,67304,2020
1496,70,15,144,0,0,139,51,67331,2020
862,212,3,0,0,0,0,51,67352,2020
713,0,21,0,0,0,0,51,67704,2020
60934,29122,222,3325,48,784,4687,51,68000,2020
5440,1579,0,224,0,293,472,51,68470,2020
15,0,0,0,0,0,0,51,68480,2020
3635,945,0,0,0,126,21,51,68496,2020
14263,2741,107,2507,20,685,1523,51,68880,2020
91,0,0,0,0,1,0,54,10852,2020
542,0,0,0,0,0,182,54,10876,2020
1009,0,0,0,0,0,16,54,10948,2020
4905,417,31,26,0,23,71,54,11188,2020
308,0,0,0,0,0,0,54,11212,2020
1056,0,0,0,0,5,0,54,11284,2020
104,10,0,0,0,0,0,54,11620,2020
638,0,0,0,0,7,0,54,11716,2020
281,0,0,0,0,0,21,54,12124,2020
149,0,0,0,0,0,48,54,12436,2020
363,0,0,0,0,0,0,54,12484,2020
590,0,0,0,0,0,47,54,13108,2020
203,75,35,0,0,0,0,54,13468,2020
980,21,0,0,0,0,0,54,13525,2020
9,0,0,0,0,0,0,54,13684,2020
949,0,0,0,0,49,44,54,13756,2020
503,4,0,0,0,0,0,54,13924,2020
157,0,0,0,0,0,0,54,14212,2020
1117,7,0,0,0,0,96,54,14308,2020
1003,0,0,0,0,0,0,54,14524,2020
37255,6771,142,1132,0,73,1900,54,14600,2020
4545,716,0,159,0,294,271,54,14610,2020
539,0,0,0,0,0,0,54,14630,2020
557,0,0,0,0,0,28,54,14692,2020
386,0,0,0,0,0,0,54,14716,2020
8801,282,0,214,0,11,251,54,14775,2020
867,0,0,0,0,0,53,54,14812,2020
1565,109,18,0,0,9,82,54,15028,2020
2078,0,0,0,1,0,93,54,15076,2020
14524,535,0,70,0,1,613,54,15628,2020
714,4,0,0,0,0,0,54,15676,2020
550,0,3,5,0,2,43,54,15916,2020
1329,11,0,0,0,28,0,54,16012,2020
349,26,0,0,0,0,11,54,16132,2020
1770,64,0,0,0,0,108,54,16516,2020
1458,0,1,0,0,0,88,54,16612,2020
124,0,0,0,0,0,6,54,16972,2020
35,0,0,0,0,0,0,54,17140,2020
225,0,0,0,0,0,0,54,17380,2020
99,0,0,0,0,0,0,54,17836,2020
5979,66,0,72,0,0,176,54,10420,2020
68,0,0,0,0,0,0,54,18124,2020
25,0,0,0,0,0,0,54,18388,2020
664,0,0,0,0,0,0,54,18412,2020
2379,27,0,25,0,33,19,54,18508,2020
2015,0,0,45,0,0,30,54,18604,2020
312,0,0,0,0,0,56,54,19060,2020
8591,427,0,41,0,101,357,54,19108,2020
30,0,0,0,0,0,14,54,19300,2020
