B15003_017E,state,place,year
805,39,68560,2020
7,39,65676,2020
153,39,68574,2020
424,39,68602,2020
98,39,68672,2020
1061,39,68686,2020
400,39,68714,2020
82,39,68742,2020
165,39,68938,2020
156,39,69176,2020
97,39,69204,2020
420,39,69302,2020
157,39,69316,2020
165,39,69344,2020
161,39,69358,2020
755,39,69400,2020
1287,39,69470,2020
1162,39,69526,2020
515,39,69540,2020
3825,40,59850,2020
175,40,59950,2020
0,40,60000,2020
118,40,60150,2020
164,40,60250,2020
1587,40,60350,2020
654,40,60500,2020
51,40,60650,2020
48,40,60750,2020
97,40,60850,2020
1925,40,61000,2020
24,40,61020,2020
44,40,61113,2020
1219,40,61150,2020
5,40,61250,2020
198,40,61400,2020
9,40,61450,2020
4,40,61500,2020
190,40,61550,2020
98,40,61650,2020
173,40,61700,2020
130,40,61850,2020
114,40,61900,2020
59,40,61950,2020
114,40,62000,2020
13,40,62100,2020
25,40,62200,2020
125,40,62275,2020
119,40,62550,2020
35,40,62650,2020
116,40,62875,2020
2,40,62900,2020
87,40,62950,2020
28,40,63100,2020
243,40,63350,2020
118,40,63450,2020
73,40,63500,2020
74,40,63537,2020
200,40,63600,2020
100,40,63700,2020
56,40,63715,2020
165,40,63720,2020
219,40,63730,2020
162,40,63750,2020
729,40,63800,2020
66,40,63900,2020
180,40,63950,2020
7,40,64000,2020
5,40,64050,2020
366,40,64300,2020
162,40,64600,2020
41,40,64850,2020
310,40,64950,2020
1381,40,65000,2020
18,40,65062,2020
79,40,65240,2020
46,40,65250,2020
3134,40,65300,2020
361,42,10832,2020
704,42,10912,2020
891,42,10960,2020
805,42,11000,2020
124,42,11072,2020
8,42,11088,2020
35,42,11136,2020
2032,42,11152,2020
458,42,11160,2020
2207,42,11232,2020
3035,42,11272,2020
0,42,11280,2020
93,42,11328,2020
1466,42,11336,2020
1476,42,11348,2020
209,42,11456,2020
886,42,11472,2020
70,42,11492,2020
147,42,11544,2020
129,42,11576,2020
50,42,11616,2020
32,42,11624,2020
30,42,11632,2020
349,42,11648,2020
1797,42,11680,2020
1422,42,11720,2020
458,42,11736,2020
461,42,11804,2020
74,42,11836,2020
284,42,11976,2020
72,42,12104,2020
55,42,12184,2020
741,42,12224,2020
421,42,12296,2020
0,42,12312,2020
342,42,12376,2020
543,42,12424,2020
66,42,12440,2020
125,42,12496,2020
488,42,12504,2020
31,42,12512,2020
5900,42,12536,2020
52,42,12656,2020
943,42,12704,2020
64,42,12768,2020
207,42,12864,2020
241,42,12973,2020
105,42,13120,2020
32,42,13152,2020
190,42,13168,2020
8054,42,13208,2020
213,42,13216,2020
449,42,13232,2020
226,42,13240,2020
1973,42,51496,2020
252,42,51536,2020
37,42,51552,2020
37,42,51568,2020
42,42,51576,2020
686,42,51592,2020
241,42,51632,2020
2096,42,51656,2020
200,42,51720,2020
708,42,51744,2020
766,42,51760,2020
1222,42,51880,2020
92,42,51904,2020
912,42,51912,2020
729,42,51984,2020
827,42,52016,2020
480,42,52056,2020
224,42,52216,2020
132,42,52224,2020
447,42,52264,2020
568,42,52312,2020
2818,42,52320,2020
2913,42,52432,2020
350,42,52440,2020
1164,42,52488,2020
2656,42,52584,2020
868,42,52616,2020
19,42,52632,2020
193,42,52664,2020
1255,42,52808,2020
0,42,52816,2020
33,42,52872,2020
123,42,52968,2020
505,42,52984,2020
1107,42,53088,2020
65,42,53152,2020
159,42,53160,2020
69,42,53168,2020
428,42,53184,2020
269,42,53192,2020
215,42,53200,2020
604,42,53208,2020
208,42,53248,2020
49,42,53272,2020
1518,42,53288,2020
354,42,53296,2020
51,42,53320,2020
135,42,53328,2020
25,42,53336,2020
98,42,53344,2020
5912,42,53368,2020
364,42,53392,2020
40,42,53416,2020
459,42,53432,2020
264,45,13150,2020
14892,45,13330,2020
1146,45,13600,2020
0,45,13735,2020
479,45,14018,2020
136,45,14050,2020
1050,45,14095,2020
290,45,14140,2020
45,45,14230,2020
182,45,14455,2020
33,45,14590,2020
798,45,14860,2020
791,45,14950,2020
0,45,15040,2020
51,45,15220,2020
1653,45,15295,2020
166,45,15310,2020
691,45,15355,2020
108,45,15625,2020
11970,45,16000,2020
302,45,16180,2020
142,45,16360,2020
4444,45,16405,2020
0,45,16675,2020
4,45,16720,2020
11,45,16855,2020
17,45,16945,2020
230,45,16990,2020
118,45,17215,2020
385,45,17260,2020
70,45,17845,2020
163,45,17890,2020
95,45,18250,2020
352,45,18340,2020
606,45,18430,2020
84,45,18475,2020
1136,45,18565,2020
46,45,18610,2020
67,45,18706,2020
0,45,18810,2020
342,45,19105,2020
1922,45,19285,2020
1201,45,19420,2020
73,45,19870,2020
361,45,20365,2020
212,45,20590,2020
96,45,21040,2020
147,45,21130,2020
573,45,21265,2020
530,45,21310,2020
3427,45,21985,2020
1250,45,22050,2020
778,45,22075,2020
156,45,22390,2020
150,45,22547,2020
7,46,72620,2020
241,46,72700,2020
186,46,72820,2020
0,46,72900,2020
23,46,73020,2020
2093,46,73060,2020
118,47,00200,2020
546,47,00240,2020
524,47,00440,2020
2178,47,00540,2020
222,47,00620,2020
639,47,00640,2020
237,47,00660,2020
238,47,00940,2020
29,47,01220,2020
462,47,01480,2020
224,47,01640,2020
1056,47,01740,2020
1115,47,02180,2020
2521,47,02320,2020
1370,47,02340,2020
302,47,02380,2020
68,47,02400,2020
80,47,02780,2020
84,47,03078,2020
432,47,03120,2020
10023,47,03440,2020
427,47,03680,2020
962,47,03760,2020
115,47,04000,2020
316,47,04240,2020
93,47,04460,2020
32,47,04620,2020
514,47,04720,2020
8,47,04920,2020
257,47,05040,2020
77,47,05140,2020
267,47,05380,2020
33,47,05500,2020
95,47,05840,2020
127,47,05860,2020
94,46,72590,2020
295,47,06020,2020
520,47,06340,2020
131,47,06440,2020
2259,47,06640,2020
642,47,06740,2020
346,47,06960,2020
50,47,07120,2020
1337,47,07180,2020
79,47,07240,2020
356,47,07280,2020
25,47,07620,2020
116,47,07840,2020
276,47,07860,2020
58,47,08080,2020
1745,47,08280,2020
152,50,41200,2020
94,50,41350,2020
50,50,41650,2020
25,50,41800,2020
270,50,41950,2020
92,50,42700,2020
422,50,42925,2020
30,50,43525,2020
649,50,44275,2020
19,50,44725,2020
1091,50,45175,2020
935,50,46000,2020
182,50,46825,2020
87,50,48100,2020
13,50,48325,2020
38,50,48550,2020
1146,50,48850,2020
85,50,49000,2020
177,50,49075,2020
172,50,49450,2020
502,50,50200,2020
56,50,50500,2020
76,50,50725,2020
131,50,51325,2020
326,50,51925,2020
137,50,52075,2020
11,50,52375,2020
33,50,52825,2020
4,50,53125,2020
218,50,53575,2020
66,50,54175,2020
53,50,54325,2020
16,50,54850,2020
243,50,55525,2020
53,50,55750,2020
239,50,56800,2020
118,50,56950,2020
152,50,57100,2020
245,50,57246,2020
101,50,57400,2020
69,50,57625,2020
55,50,57775,2020
399,50,58000,2020
66,50,58525,2020
524,50,59050,2020
4,50,59200,2020
38,50,60025,2020
3599,50,61225,2020
1360,50,61675,2020
90,50,62046,2020
1328,50,62125,2020
27,50,62950,2020
9,50,64000,2020
325,50,64225,2020
150,50,66025,2020
1833,50,66175,2020
26,50,66925,2020
165,53,15780,2020
7,53,16165,2020
153,53,16170,2020
6,53,16340,2020
75,53,16375,2020
179,53,16550,2020
25,53,16585,2020
271,53,16690,2020
91,53,16760,2020
293,53,16795,2020
325,53,16970,2020
30,53,17215,2020
911,53,17320,2020
0,53,17495,2020
191,53,17617,2020
5144,53,17635,2020
0,53,17880,2020
24,53,18055,2020
145,53,18198,2020
0,53,18265,2020
315,53,18775,2020
459,53,18965,2020
583,53,19035,2020
84,53,19290,2020
2573,53,19630,2020
115,53,19700,2020
648,53,19770,2020
2209,53,19857,2020
1839,53,20155,2020
486,53,20260,2020
1922,53,20645,2020
0,53,20680,2020
4441,53,20750,2020
46,53,20890,2020
199,53,21030,2020
3164,53,21205,2020
1286,53,21240,2020
639,53,21450,2020
35,53,21485,2020
80,53,21730,2020
198,53,21800,2020
79,53,15710,2020
242,53,22010,2020
2415,53,22045,2020
1377,53,22080,2020
129,53,22115,2020
60,53,22150,2020
779,53,22255,2020
16241,53,22640,2020
441,53,22745,2020
124,53,22955,2020
96,53,22990,2020
2151,53,23160,2020
1021,53,23165,2020
295,53,23200,2020
37,53,23340,2020
60,54,78796,2020
49,54,78964,2020
1695,54,79545,2020
470,54,79708,2020
166,54,80020,2020
0,54,80284,2020
92,54,80476,2020
152,54,80764,2020
258,54,80932,2020
138,54,81268,2020
0,54,81484,2020
160,54,81940,2020
242,54,82564,2020
124,54,82732,2020
79,54,82756,2020
15,54,82852,2020
113,54,83332,2020
1818,54,83500,2020
0,54,83764,2020
87,54,84172,2020
149,54,84484,2020
136,54,84580,2020
115,54,84724,2020
199,54,84916,2020
272,54,84940,2020
4263,54,85156,2020
758,54,85228,2020
488,54,85324,2020
117,54,85636,2020
219,54,85804,2020
127,54,85876,2020
68,54,85900,2020
101,54,85924,2020
1023,54,85972,2020
907,54,85996,2020
262,54,86116,2020
6294,54,86452,2020
171,54,86620,2020
563,54,86812,2020
59,54,86836,2020
0,54,86932,2020
281,54,78580,2020
177,54,87316,2020
548,54,87508,2020
527,54,87556,2020
164,54,87892,2020
629,54,87988,2020
83,54,88276,2020
72,54,88324,2020
34,54,88708,2020
559,55,00100,2020
101,55,00150,2020
416,55,00275,2020
150,55,00450,2020
234,55,00750,2020
13,56,17210,2020
50,56,17645,2020
26,56,18225,2020
43,56,18950,2020
155,56,19385,2020
29,56,19530,2020
204,56,20110,2020
6,56,20690,2020
1205,56,21125,2020
190,56,21415,2020
60,56,22720,2020
20,56,23010,2020
24,56,23155,2020
18,56,24025,2020
0,56,24350,2020
73,56,24750,2020
12,56,25185,2020
162,56,25330,2020
0,56,25475,2020
1981,56,25620,2020
483,56,25765,2020
0,56,25910,2020
0,56,26055,2020
15,56,27650,2020
66,56,27940,2020
30,56,28230,2020
227,56,28665,2020
574,56,29300,2020
0,56,29400,2020
45,56,29825,2020
48,56,30115,2020
41,56,30985,2020
6171,56,31855,2020
45,56,32290,2020
437,56,32435,2020
25,56,32870,2020
1927,56,33740,2020
354,56,33885,2020
80,56,34030,2020
216,56,34320,2020
137,56,35335,2020
262,56,35552,2020
18,56,35625,2020
0,56,36060,2020
0,56,37510,2020
8,56,37727,2020
361,56,37945,2020
19,56,38307,2020
109,56,38960,2020
87,56,39105,2020
0,56,39250,2020
20,56,39395,2020
1119,56,40120,2020
196,56,40265,2020
11,56,40555,2020
19,56,40945,2020
64,56,41353,2020
0,56,41860,2020
252,48,22612,2020
10668,48,22660,2020
16,48,22708,2020
1109,48,22720,2020
48,48,22744,2020
89,48,22768,2020
872,48,22810,2020
0,48,22840,2020
0,48,22853,2020
29,48,22858,2020
1540,48,22864,2020
0,48,22892,2020
30,48,22898,2020
342,48,22905,2020
4,48,22920,2020
351,48,22960,2020
600,48,22984,2020
1900,48,23044,2020
0,48,23062,2020
0,48,23080,2020
346,48,23140,2020
236,48,23164,2020
211,48,23254,2020
309,48,23272,2020
0,48,23278,2020
788,48,23356,2020
21,48,23398,2020
72151,48,24000,2020
16,48,24013,2020
164,48,24015,2020
60,48,24018,2020
1115,48,24036,2020
0,48,24055,2020
62,48,24158,2020
103,48,24168,2020
417,48,24216,2020
124,48,24223,2020
65,48,24228,2020
309,48,24240,2020
12,48,24252,2020
2811,48,24348,2020
308,48,24552,2020
21,48,24636,2020
94,48,24738,2020
6823,48,24768,2020
62,48,24816,2020
248,48,24828,2020
482,48,24840,2020
84,48,24864,2020
22,48,24894,2020
1203,48,24912,2020
489,48,25032,2020
160,48,25038,2020
172,48,25068,2020
348,48,25104,2020
695,48,25168,2020
605,48,25224,2020
0,48,25338,2020
0,48,25344,2020
294,48,61700,2020
59,48,61724,2020
191,48,61736,2020
12,48,61766,2020
19,48,61784,2020
8587,48,61796,2020
45,48,61820,2020
1598,48,61844,2020
65,48,61880,2020
1887,48,61892,2020
560,48,61904,2020
263,48,62108,2020
64,48,62132,2020
409,48,62138,2020
2163,48,62168,2020
374,48,62180,2020
333,48,62240,2020
162,48,62252,2020
0,48,62318,2020
1459,48,62384,2020
101,48,62408,2020
72,48,62468,2020
84,48,62486,2020
1214,48,62504,2020
110,48,62528,2020
282,48,62564,2020
1985,48,62588,2020
1831,48,62600,2020
187,48,62612,2020
47,48,62624,2020
65,48,62636,2020
1107,48,62672,2020
72,48,62732,2020
1492,48,62804,2020
247,48,62816,2020
3957,48,62828,2020
227,48,62834,2020
17,48,62870,2020
323,48,62924,2020
24,48,63008,2020
1569,48,63020,2020
130,48,61616,2020
347,48,63044,2020
52,48,63140,2020
98,48,63164,2020
291,48,63176,2020
435,48,63188,2020
106,48,63200,2020
88,48,63272,2020
5326,48,63284,2020
297,48,63332,2020
126,48,63350,2020
36,48,63380,2020
97,48,63404,2020
283,48,63464,2020
43,48,63476,2020
13931,48,63500,2020
4,48,63524,2020
87,48,63560,2020
101,39,69652,2020
64,39,69666,2020
2032,39,69680,2020
444,39,69708,2020
3157,39,69834,2020
110,39,70044,2020
487,39,70050,2020
49,39,70072,2020
347,39,70100,2020
5836,39,70380,2020
57,39,70464,2020
43,39,70520,2020
263,39,70534,2020
232,39,70548,2020
69,39,70576,2020
677,39,70618,2020
320,39,70655,2020
227,39,70814,2020
218,39,70912,2020
73,39,71080,2020
261,39,71206,2020
1332,39,71220,2020
107,39,71360,2020
2541,39,71416,2020
288,39,71444,2020
723,39,71486,2020
1235,39,71640,2020
1500,39,71682,2020
304,39,71836,2020
3251,39,71892,2020
244,39,71958,2020
135,39,71962,2020
46,39,71976,2020
558,39,71983,2020
814,39,72060,2020
2049,39,72088,2020
2219,39,72102,2020
118,39,72242,2020
155,39,72256,2020
466,39,72258,2020
8,39,69596,2020
2212,39,72284,2020
161,39,72298,2020
439,39,72396,2020
4745,39,72424,2020
335,39,72494,2020
732,39,72522,2020
47,39,72578,2020
122,39,72620,2020
310,39,72648,2020
308,39,72788,2020
2291,39,72928,2020
478,39,72977,2020
71,39,72998,2020
468,39,73040,2020
487,39,73068,2020
425,39,73118,2020
444,39,73124,2020
15,40,65500,2020
124,40,65600,2020
178,40,65650,2020
696,40,65700,2020
253,40,65900,2020
8,40,65950,2020
194,40,66250,2020
0,40,66300,2020
1210,40,66350,2020
181,40,66400,2020
205,40,66450,2020
0,40,66500,2020
140,40,66510,2020
67,40,66520,2020
268,40,66550,2020
0,40,66600,2020
37,40,66650,2020
154,40,66750,2020
5279,40,66800,2020
100,40,67200,2020
48,40,67400,2020
73,40,67550,2020
38,40,67625,2020
8,40,67800,2020
1681,40,67850,2020
1129,40,67950,2020
102,40,68000,2020
33,40,68200,2020
0,40,68250,2020
58,40,68275,2020
321,40,68400,2020
50,40,68500,2020
20,40,68537,2020
185,40,68600,2020
46,40,68950,2020
36,40,68951,2020
18,40,69000,2020
148,40,69050,2020
1237,40,69200,2020
277,40,69300,2020
4798,40,65400,2020
537,40,69350,2020
59,40,69392,2020
105,40,69400,2020
131,40,69500,2020
28,40,70037,2020
235,40,70150,2020
8,40,70200,2020
540,40,70250,2020
3524,40,70300,2020
839,40,70350,2020
150,40,70500,2020
51,40,70512,2020
16,40,70750,2020
270,40,70800,2020
115,40,70850,2020
13,40,70950,2020
691,42,13336,2020
38,42,13384,2020
359,42,13392,2020
428,42,13400,2020
112,42,13408,2020
0,42,13418,2020
330,42,13440,2020
367,42,13480,2020
231,42,13512,2020
446,42,13596,2020
310,42,13608,2020
0,42,13632,2020
600,42,13648,2020
1520,42,13704,2020
46,42,13728,2020
324,42,13768,2020
121,42,13776,2020
695,42,13800,2020
160,42,13832,2020
161,42,13864,2020
661,42,13880,2020
52,42,13896,2020
327,42,13952,2020
416,42,13992,2020
193,42,14000,2020
1538,42,14064,2020
559,42,14160,2020
1449,42,14264,2020
188,42,14296,2020
34,42,14368,2020
174,42,14376,2020
346,42,14520,2020
21,42,14568,2020
50,42,14584,2020
578,42,14600,2020
20,42,14640,2020
185,42,14656,2020
2714,42,14712,2020
40,42,14760,2020
346,42,14800,2020
145,42,14808,2020
265,42,14896,2020
374,42,15192,2020
2036,42,15232,2020
340,42,15248,2020
3494,42,15328,2020
109,42,15368,2020
2701,42,15384,2020
306,42,15400,2020
204,42,15416,2020
473,42,15432,2020
37,42,15464,2020
487,42,15479,2020
326,42,15584,2020
111,42,53448,2020
1611,42,53464,2020
875,42,53496,2020
151,42,53504,2020
179,42,53544,2020
799,42,53568,2020
26,42,53576,2020
113,42,53592,2020
1198,42,53696,2020
184,42,53712,2020
151,42,53728,2020
2860,42,53736,2020
179,42,53752,2020
42,42,53768,2020
695,42,53856,2020
181,42,53872,2020
228,42,53880,2020
3,42,53916,2020
479,42,53920,2020
62,42,53928,2020
318,42,53944,2020
494,42,53968,2020
94,42,54016,2020
60,42,54024,2020
310,42,54040,2020
205,42,54056,2020
35,42,54064,2020
565,42,54104,2020
51,42,54160,2020
166,42,54184,2020
103,42,54264,2020
379,42,54268,2020
172,42,54288,2020
412,42,54320,2020
20,42,54344,2020
202,42,54352,2020
163,42,54400,2020
309,42,54520,2020
202,42,54552,2020
37,42,54568,2020
7082,42,54656,2020
2951,42,54696,2020
385,42,54728,2020
377,42,54776,2020
100,42,54784,2020
1432,42,54816,2020
916,42,54872,2020
459,42,54888,2020
1119,42,54952,2020
1146,42,55000,2020
233,42,55136,2020
305,42,55304,2020
1092,42,55456,2020
57,42,55480,2020
887,45,22795,2020
433,45,22997,2020
70,45,23020,2020
333,45,23110,2020
110,45,23200,2020
386,45,23245,2020
788,45,23290,2020
49,45,23335,2020
51,45,23425,2020
207,45,23470,2020
149,45,23605,2020
778,45,23830,2020
502,45,24020,2020
116,45,24100,2020
607,45,24370,2020
162,45,24505,2020
69,45,24730,2020
119,45,24865,2020
0,45,25360,2020
174,45,25405,2020
1445,45,25540,2020
6073,45,25810,2020
122,45,25945,2020
322,45,26035,2020
553,45,26305,2020
1217,45,26372,2020
50,45,26485,2020
177,45,26845,2020
1970,45,26890,2020
1495,45,27070,2020
109,45,27565,2020
155,45,27835,2020
248,45,27970,2020
2749,45,28060,2020
2482,45,28375,2020
2884,45,28455,2020
374,45,28780,2020
194,45,28825,2020
1655,45,28870,2020
100,45,29005,2020
143,45,29050,2020
16,45,29140,2020
52,45,29275,2020
114,45,29320,2020
736,45,29410,2020
723,45,29635,2020
5704,45,29815,2020
12,45,29950,2020
59,45,30220,2020
396,45,30265,2020
95,45,30355,2020
416,45,30490,2020
117,45,30535,2020
8,45,30760,2020
6685,45,30850,2020
545,47,08500,2020
4676,47,08540,2020
2472,47,08920,2020
335,47,08960,2020
45,47,09200,2020
295,47,09560,2020
59,47,09860,2020
458,47,09880,2020
86,47,10080,2020
255,47,10180,2020
163,47,10440,2020
905,47,10560,2020
631,47,11280,2020
581,47,11360,2020
120,47,11440,2020
50,47,11980,2020
435,47,12100,2020
83,47,12380,2020
931,47,12420,2020
451,47,12460,2020
416,47,12880,2020
218,47,13020,2020
592,47,13080,2020
28581,47,14000,2020
202,47,14220,2020
16,47,14520,2020
39,47,14620,2020
871,47,14860,2020
1534,47,14980,2020
136,47,15120,2020
306,47,15140,2020
21420,47,15160,2020
6756,47,15400,2020
647,47,15480,2020
2193,47,15580,2020
377,47,15880,2020
166,47,15920,2020
36,47,16060,2020
1212,47,16300,2020
3830,47,16420,2020
263,47,16480,2020
112,47,08400,2020
615,47,16500,2020
7393,47,16540,2020
43,47,16740,2020
5173,47,16920,2020
929,47,16980,2020
72,47,17000,2020
315,47,17180,2020
179,47,17300,2020
12,47,17340,2020
64,47,17420,2020
200,47,17520,2020
1661,47,17680,2020
372,47,17700,2020
404,47,17840,2020
461,47,18420,2020
37,50,67150,2020
105,50,67225,2020
105,50,68050,2020
64,50,68200,2020
28,50,69250,2020
1250,50,69475,2020
95,50,69700,2020
0,50,70450,2020
5,50,70825,2020
64,50,71500,2020
631,50,71650,2020
28,50,73225,2020
28,50,73450,2020
0,50,74050,2020
137,50,74125,2020
499,50,74650,2020
31,50,75250,2020
255,50,75850,2020
20,50,76150,2020
205,50,76900,2020
58,50,77050,2020
95,50,77800,2020
58,50,77875,2020
111,50,78025,2020
617,50,78850,2020
57,50,79150,2020
6,50,79335,2020
5,50,79750,2020
22,50,80275,2020
57,50,81325,2020
0,50,81925,2020
68,50,82150,2020
524,50,82375,2020
38,50,83125,2020
543,50,83575,2020
39,50,83875,2020
394,50,84025,2020
401,50,84100,2020
74,50,84625,2020
413,50,85000,2020
903,50,85150,2020
44,50,85300,2020
71,50,85900,2020
6,50,86050,2020
51,51,00110,2020
1105,51,00148,2020
181,51,00180,2020
314,51,00468,2020
69,51,00484,2020
57,51,00724,2020
0,51,00772,2020
11164,51,01000,2020
154,51,01240,2020
17,51,01256,2020
644,51,01528,2020
385,51,01640,2020
649,51,01672,2020
636,53,23550,2020
1724,53,23620,2020
246,53,23690,2020
1451,53,23795,2020
359,53,23830,2020
833,53,23865,2020
1027,53,23970,2020
3359,53,24188,2020
524,53,24425,2020
433,53,24565,2020
660,53,24810,2020
945,53,24915,2020
49,53,25300,2020
272,53,25370,2020
2766,53,25475,2020
359,53,25510,2020
406,53,25615,2020
92,53,26140,2020
171,53,26245,2020
159,53,26420,2020
114,53,26455,2020
922,53,26735,2020
0,53,26875,2020
628,53,26945,2020
66,53,27225,2020
299,53,27365,2020
806,53,27435,2020
101,53,27680,2020
5179,53,27785,2020
182,53,27855,2020
1075,53,27890,2020
1631,53,27925,2020
311,53,27960,2020
842,53,27995,2020
279,53,28135,2020
150,53,28345,2020
87,53,28450,2020
25,53,28590,2020
0,53,28695,2020
37,53,29255,2020
507,53,29430,2020
13977,53,23515,2020
76,53,29710,2020
54,53,29745,2020
23,53,29920,2020
0,53,30030,2020
65,53,30060,2020
2982,53,30305,2020
9,53,30690,2020
274,53,30750,2020
1057,53,31495,2020
825,53,31530,2020
0,53,31540,2020
324,53,31985,2020
51,53,32125,2020
1788,53,32300,2020
65,53,32650,2020
769,55,01000,2020
48,55,01075,2020
85,55,01100,2020
2479,55,01150,2020
179,55,01225,2020
214,55,01300,2020
218,55,01325,2020
70,55,01400,2020
44,55,01500,2020
993,55,01550,2020
43,55,01650,2020
748,55,01725,2020
172,55,01750,2020
100,55,01800,2020
35,55,01950,2020
55,55,02075,2020
1938,55,02250,2020
11997,55,02375,2020
586,55,02500,2020
186,55,02550,2020
39,55,02600,2020
266,55,02650,2020
115,55,02700,2020
56,55,02725,2020
128,55,02800,2020
93,55,03025,2020
288,55,03175,2020
1801,55,03225,2020
3571,55,03425,2020
341,55,03550,2020
195,55,03775,2020
374,55,03825,2020
129,55,04025,2020
23,55,04150,2020
92,55,04250,2020
23,55,04300,2020
574,55,04400,2020
238,55,04475,2020
99,55,04525,2020
268,55,04550,2020
2037,55,04625,2020
203,55,04775,2020
588,55,04875,2020
47,55,04925,2020
105,55,05275,2020
143,55,05325,2020
64,55,05350,2020
12,55,05387,2020
223,55,05450,2020
115,55,05575,2020
4071,55,05900,2020
419,55,06150,2020
30,55,06225,2020
348,55,06300,2020
2857,55,06350,2020
228,55,06425,2020
6958,55,06500,2020
42,56,42730,2020
46,56,43455,2020
70,56,43745,2020
38,56,44252,2020
20,56,44615,2020
929,56,44760,2020
1778,56,45050,2020
81,56,46790,2020
0,56,46935,2020
0,56,47370,2020
1,56,47805,2020
523,56,47950,2020
43,56,48240,2020
312,56,48530,2020
286,56,48675,2020
0,56,49400,2020
4,56,49775,2020
20,56,49980,2020
38,56,50270,2020
289,56,50415,2020
9,56,51285,2020
88,56,51575,2020
53,56,51720,2020
73,56,52445,2020
1065,56,53460,2020
248,56,54185,2020
198,56,54402,2020
0,56,55200,2020
335,56,55345,2020
601,56,56215,2020
95,56,56520,2020
477,56,56700,2020
0,56,57375,2020
25,56,57810,2020
0,56,58100,2020
21,56,58680,2020
116,56,58970,2020
0,56,59332,2020
17,56,59985,2020
48,56,60130,2020
273,56,61435,2020
508,56,42005,2020
471,56,61580,2020
116,56,61610,2020
11,56,62160,2020
169,56,62269,2020
0,56,62305,2020
864,56,62450,2020
140,56,62812,2020
220,56,63100,2020
160,56,63465,2020
223,56,63755,2020
898,56,63800,2020
1966,56,63900,2020
88,56,64400,2020
81,56,65060,2020
11,56,66075,2020
1988,56,66220,2020
69,48,25348,2020
0,48,25352,2020
0,48,25356,2020
493,48,25368,2020
236,48,25392,2020
0,48,25397,2020
390,48,25404,2020
4699,48,25452,2020
941,48,25488,2020
0,48,25512,2020
295,48,25548,2020
1148,48,25572,2020
132,48,25644,2020
0,48,25744,2020
377,48,25752,2020
186,48,25795,2020
160,48,26004,2020
586,48,26028,2020
0,48,26130,2020
192,48,26136,2020
1661,48,26160,2020
0,48,26220,2020
5090,48,26232,2020
431,48,26268,2020
0,48,26280,2020
54,48,26328,2020
428,48,26516,2020
2623,48,26544,2020
3115,48,26604,2020
129,48,26640,2020
841,48,26664,2020
303,48,26680,2020
83,48,26688,2020
308,48,26724,2020
1214,48,26736,2020
1289,48,26808,2020
116702,48,27000,2020
1683,48,27102,2020
0,48,27124,2020
45,48,27144,2020
284,48,27288,2020
334,48,27300,2020
1984,48,27348,2020
2061,48,27420,2020
544,48,27432,2020
3753,48,27540,2020
4080,48,27648,2020
662,48,27660,2020
9524,48,27684,2020
424,48,27696,2020
8,48,27744,2020
9,48,27748,2020
174,48,27768,2020
114,48,27804,2020
500,48,27876,2020
141,48,27888,2020
31,48,27972,2020
2438,48,27984,2020
99,48,63584,2020
1814,48,63668,2020
190,48,63752,2020
265,48,63782,2020
228,48,63788,2020
958,48,63848,2020
260,48,64004,2020
2904,48,64064,2020
135,48,64088,2020
4504,48,64112,2020
365,48,64172,2020
158,48,64184,2020
86,48,64220,2020
269,48,64244,2020
312,48,64268,2020
354,48,64307,2020
0,48,64316,2020
16,48,64322,2020
0,48,64442,2020
0,48,64448,2020
183,48,64460,2020
13952,48,64472,2020
209585,48,65000,2020
588,48,65024,2020
3504,48,65036,2020
673,48,65048,2020
73,48,65049,2020
0,48,65050,2020
59,48,65066,2020
149,48,65084,2020
157,48,65168,2020
650,48,65180,2020
0,48,65210,2020
98,48,65240,2020
56,48,65342,2020
891,48,65344,2020
46,48,65345,2020
929,48,65360,2020
248,48,65372,2020
0,48,65378,2020
17,48,65384,2020
8773,48,63572,2020
1481,48,65408,2020
17,48,65432,2020
4684,48,65516,2020
6,48,65532,2020
121,48,65552,2020
1077,48,65564,2020
7287,48,65600,2020
64,48,65612,2020
0,48,65620,2020
104,48,65636,2020
695,48,65648,2020
1336,48,65660,2020
174,48,65672,2020
0,48,65678,2020
166,48,65690,2020
0,48,65708,2020
2708,39,73264,2020
1441,39,73446,2020
139,39,73530,2020
729,39,73670,2020
250,39,73684,2020
50,39,73698,2020
130,39,73768,2020
148,39,73796,2020
276,39,73824,2020
740,39,73894,2020
58,39,73950,2020
228,39,73992,2020
491,39,74034,2020
2027,39,74076,2020
1953,39,74104,2020
12609,39,74118,2020
114,39,74216,2020
30,39,74300,2020
82,39,74566,2020
4339,39,74608,2020
109,39,74622,2020
0,39,74734,2020
131,39,74748,2020
35,39,74804,2020
428,39,74832,2020
343,39,74846,2020
199,39,74916,2020
5304,39,74944,2020
846,39,74958,2020
132,39,75000,2020
3780,39,75014,2020
6513,39,75098,2020
3343,39,75126,2020
422,39,75140,2020
298,39,75182,2020
14,39,75196,2020
629,39,75210,2020
105,39,75252,2020
262,39,75350,2020
47,39,75392,2020
76,39,75406,2020
991,39,75434,2020
103,39,75574,2020
1057,39,75602,2020
888,39,75896,2020
233,39,75980,2020
2331,39,76022,2020
187,39,76050,2020
3589,39,76106,2020
125,39,76148,2020
613,39,76197,2020
60,39,76358,2020
45,39,76428,2020
621,39,76568,2020
